Text	Occurrence
"%s.prf"	"src/dungeon.c:1510 src/dungeon.c:1521 src/ui-options.c:46 src/ui-options.c:997"
"main window does not exist"	"src/dungeon.c:1566"
"main window is too small"	"src/dungeon.c:1573"
"broken savefile"	"src/dungeon.c:1597"
"Die? "	"src/dungeon.c:1772"
"You invoke wizard mode and cheat death."	"src/dungeon.c:1783"
"A tension leaves the air around you..."	"src/dungeon.c:1814 src/spells2.c:462"
"Cheating death"	"src/dungeon.c:1822"
"You feel a surge of power!"	"src/effects.c:108"
"Bad effect passed to do_effect().  Please report this bug."	"src/effects.c:172"
"You feel your head clear."	"src/effects.c:261 src/effects.c:401 src/effects.c:1594 src/effects.c:1756"
"You feel more experienced."	"src/effects.c:369"
"stat drain"	"src/effects.c:511"
"poisonous food"	"src/effects.c:520"
"You feel life flow through your body!"	"src/effects.c:540"
"An image of your surroundings forms in your mind..."	"src/effects.c:613"
"You begin to feel more enlightened..."	"src/effects.c:622"
"The air around your body glows blue for a moment..."	"src/effects.c:791"
"You feel as if someone is watching over you."	"src/effects.c:793"
"Your hands begin to glow."	"src/effects.c:865"
"There is a high pitched humming noise."	"src/effects.c:903"
"You hear a low-pitched whistling sound."	"src/effects.c:916"
"The air around you starts to swirl..."	"src/effects.c:1016"
"You sense a malevolent presence blocking passage to the levels below."	"src/effects.c:1021"
"A line of shimmering blue light appears."	"src/effects.c:1506"
"Light shoots in all directions!"	"src/effects.c:1540"
"You feel less thirsty."	"src/effects.c:1636"
"A feeling of Death flows through your body."	"src/effects.c:1643"
"a potion of Death"	"src/effects.c:1644"
"Your nerves and muscles feel weak and lifeless!"	"src/effects.c:1651"
"a potion of Ruination"	"src/effects.c:1652"
"Massive explosions rupture your body!"	"src/effects.c:1664"
"a potion of Detonation"	"src/effects.c:1665"
"The potion makes you vomit!"	"src/effects.c:1674"
"That tastes good."	"src/effects.c:1684 src/effects.c:1691"
"It's crunchy."	"src/effects.c:1701"
"It nearly breaks your tooth!"	"src/effects.c:1703"
"That tastes great!"	"src/effects.c:1710"
"That tastes great!  A fine vintage."	"src/effects.c:1718"
"You breathe lightning."	"src/effects.c:1821"
"You breathe poison gas."	"src/effects.c:1829"
"You breathe fire."	"src/effects.c:1837"
"lightning"	"src/effects.c:1850 src/object/obj-info.c:101 src/object/obj-info.c:117 src/list-gf-types.h:37 src/monster/list-mon-flags.h:92 src/monster/list-mon-spells.h:37 src/monster/list-mon-spells.h:61 src/monster/list-mon-spells.h:77 src/object/list-slays.h:29"
"frost"	"src/effects.c:1851 src/monster/list-mon-spells.h:39 src/monster/list-mon-spells.h:63 src/monster/list-mon-spells.h:79 src/object/list-slays.h:31"
"acid"	"src/effects.c:1852 src/object/obj-info.c:100 src/object/obj-info.c:108 src/object/obj-info.c:116 src/object/obj-info.c:141 src/object/obj-info.c:149 src/list-gf-types.h:36 src/monster/list-mon-flags.h:91 src/monster/list-mon-spells.h:36 src/monster/list-mon-spells.h:60 src/monster/list-mon-spells.h:76 src/object/list-slays.h:28"
"poison gas"	"src/effects.c:1853 src/list-effects.h:266"
"fire"	"src/effects.c:1854 src/game-cmd.c:98 src/object/obj-info.c:102 src/object/obj-info.c:110 src/object/obj-info.c:118 src/object/obj-info.c:143 src/object/obj-info.c:151 src/list-gf-types.h:38 src/monster/list-mon-flags.h:89 src/monster/list-mon-flags.h:93 src/monster/list-mon-spells.h:38 src/monster/list-mon-spells.h:62 src/monster/list-mon-spells.h:78"
"You breathe %s."	"src/effects.c:1859 src/effects.c:1885 src/effects.c:1896 src/effects.c:1907 src/effects.c:1922"
"You breathe confusion."	"src/effects.c:1867"
"You breathe sound."	"src/effects.c:1875"
"chaos"	"src/effects.c:1886 src/effects.c:1908 src/object/obj-info.c:127 src/monster/list-mon-spells.h:46"
"disenchantment"	"src/effects.c:1886 src/effects.c:1909 src/object/obj-info.c:128 src/monster/list-mon-flags.h:101 src/monster/list-mon-spells.h:47"
"sound"	"src/effects.c:1897 src/effects.c:1910 src/init.c:174 src/main-crb.c:1342 src/object/obj-info.c:123 src/snd-sdl.c:138 src/monster/list-mon-spells.h:45"
"shards"	"src/effects.c:1897 src/effects.c:1910 src/object/obj-info.c:124 src/monster/list-mon-spells.h:52"
"light"	"src/effects.c:1923 src/object/obj-info.c:121 src/object/obj-util.c:3582 src/monster/list-mon-spells.h:42"
"darkness"	"src/effects.c:1923 src/monster/list-mon-spells.h:43 src/monster/list-mon-spells.h:68 src/monster/list-mon-spells.h:104"
"You breathe the elements."	"src/effects.c:1932"
"You fall through a trap door!"	"src/effects.c:1939"
"You float gently down to the next level."	"src/effects.c:1941"
"a trap"	"src/effects.c:1943 src/effects.c:1957 src/effects.c:1980 src/effects.c:2003 src/effects.c:2063 src/effects.c:2075 src/effects.c:2087 src/effects.c:2099"
"You fall into a pit!"	"src/effects.c:1953"
"You float gently to the bottom of the pit."	"src/effects.c:1955"
"You fall into a spiked pit!"	"src/effects.c:1965 src/effects.c:1988"
"You float gently to the floor of the pit."	"src/effects.c:1968 src/effects.c:1991"
"You carefully avoid touching the spikes."	"src/effects.c:1969 src/effects.c:1992"
"You are impaled!"	"src/effects.c:1975"
"You are impaled on poisonous spikes!"	"src/effects.c:1998"
"You are enveloped in a cloud of smoke!"	"src/effects.c:2014 src/object/chest.c:352"
"You hit a teleport trap!"	"src/effects.c:2028"
"You are enveloped in flames!"	"src/effects.c:2035 src/monster/melee2.c:1384"
"a fire trap"	"src/effects.c:2040"
"You are splashed with acid!"	"src/effects.c:2048"
"an acid trap"	"src/effects.c:2053"
"A small dart hits you!"	"src/effects.c:2062 src/effects.c:2074 src/effects.c:2086 src/effects.c:2098"
"A small dart barely misses you."	"src/effects.c:2066 src/effects.c:2078 src/effects.c:2090 src/effects.c:2102"
"You are surrounded by a black gas!"	"src/effects.c:2109"
"You are surrounded by a gas of scintillating colors!"	"src/effects.c:2116"
"You are surrounded by a pungent green gas!"	"src/effects.c:2123"
"You are surrounded by a strange white mist!"	"src/effects.c:2130"
"Effect not handled."	"src/effects.c:2142"
"Very Bad"	"src/files.c:110"
"Bad"	"src/files.c:120"
"Poor"	"src/files.c:125"
"Fair"	"src/files.c:131"
"Good"	"src/files.c:136"
"Very Good"	"src/files.c:141"
"Excellent"	"src/files.c:147"
"Superb"	"src/files.c:156"
"Heroic"	"src/files.c:164"
"Legendary"	"src/files.c:169"
"rAcid"	"src/files.c:237"
"rElec"	"src/files.c:238"
"rFire"	"src/files.c:239"
"rCold"	"src/files.c:240"
"rPois"	"src/files.c:241"
"rLite"	"src/files.c:242"
"rDark"	"src/files.c:243"
"pFear"	"src/files.c:252"
"pBlnd"	"src/files.c:253"
"pConf"	"src/files.c:254"
"pStun"	"src/files.c:255"
"Light"	"src/files.c:257 src/ui-knowledge.c:50"
"  ESP"	"src/files.c:259"
"Stea."	"src/files.c:263"
"Sear."	"src/files.c:264"
"Infra"	"src/files.c:265 src/xtra3.c:670"
"Tunn."	"src/files.c:267"
"Speed"	"src/files.c:268 src/files.c:719"
"Blows"	"src/files.c:269 src/files.c:750"
"Shots"	"src/files.c:270 src/files.c:762"
"Might"	"src/files.c:271"
"ImpHP"	"src/files.c:273"
" Fear"	"src/files.c:274"
"Aggrv"	"src/files.c:275"
"      abcdefghijkl@"	"src/files.c:293 src/files.c:345"
"%5s:"	"src/files.c:343"
"  Self"	"src/files.c:378"
" RB"	"src/files.c:379"
" CB"	"src/files.c:380"
" EB"	"src/files.c:381"
"  Best"	"src/files.c:382"
"%+3d"	"src/files.c:412 src/files.c:416 src/files.c:420"
"abcdefghijkl@"	"src/files.c:481 src/files.c:583"
"[=-WIZARD-=]"	"src/files.c:634 src/xtra3.c:154"
"***WINNER***"	"src/files.c:636 src/xtra3.c:160"
"********"	"src/files.c:651"
"Town"	"src/files.c:659 src/xtra3.c:474"
"%d' (L%d)"	"src/files.c:661 src/xtra3.c:478"
"Normal"	"src/files.c:673"
"Name"	"src/files.c:695 src/ui-knowledge.c:478 src/wiz-spoil.c:557"
"Sex"	"src/files.c:696"
"Race"	"src/files.c:697"
"Class"	"src/files.c:698"
"Title"	"src/files.c:699"
"HP"	"src/files.c:700"
"%d/%d"	"src/files.c:700 src/files.c:701 src/ui-knowledge.c:319"
"SP"	"src/files.c:701"
"Level"	"src/files.c:710"
"Cur Exp"	"src/files.c:712"
"Max Exp"	"src/files.c:713"
"Adv Exp"	"src/files.c:714"
"Gold"	"src/files.c:716"
"Burden"	"src/files.c:717"
"%.1f lbs"	"src/files.c:717"
"Max Depth"	"src/files.c:720"
"Armor"	"src/files.c:732"
"[%d,%+d]"	"src/files.c:732"
"Melee"	"src/files.c:748"
"%dd%d,%+d"	"src/files.c:748"
"To-hit"	"src/files.c:749 src/files.c:761"
"%d,%+d"	"src/files.c:749 src/files.c:761"
"%d.%d/turn"	"src/files.c:750"
"Shoot to-dam"	"src/files.c:760"
"%+d"	"src/files.c:760 src/object/obj-desc.c:533"
"%d/turn"	"src/files.c:762"
"Saving Throw"	"src/files.c:778"
"%d%%"	"src/files.c:778 src/files.c:786 src/files.c:805 src/object/obj-info.c:839"
"Stealth"	"src/files.c:782"
"Disarming"	"src/files.c:786"
"Magic Devices"	"src/files.c:790"
"1 in 1"	"src/files.c:795"
"1 in %d"	"src/files.c:800"
"Searching"	"src/files.c:805"
"Infravision"	"src/files.c:808"
"%d ft"	"src/files.c:808"
"Age"	"src/files.c:818"
"Height"	"src/files.c:819 src/main-sdl.c:1999"
"Weight"	"src/files.c:820 src/store.c:1882 src/store.c:1902"
"%dst %dlb"	"src/files.c:820"
"Turns used:"	"src/files.c:821"
"Game"	"src/files.c:822"
"Standard"	"src/files.c:823"
"Resting"	"src/files.c:824"
"  [%s Character Dump]\n\n"	"src/files.c:940"
"  [Last Messages]\n\n"	"src/files.c:1036"
"> %s\n"	"src/files.c:1039"
"\nKilled by %s.\n\n"	"src/files.c:1041"
"  [Character Equipment]\n\n"	"src/files.c:1046"
"\n\n  [Character Quiver]\n\n"	"src/files.c:1051"
"\n\n  [Character Inventory]\n\n"	"src/files.c:1064"
"  [Home Inventory]\n\n"	"src/files.c:1082"
"  [Options]\n\n"	"src/files.c:1103"
"User interface"	"src/files.c:1110"
"Birth"	"src/files.c:1111"
"  [%s]\n\n"	"src/files.c:1114"
"%-45s: %s (%s)\n"	"src/files.c:1119"
"yes"	"src/files.c:1121 src/ui-options.c:101"
"no "	"src/files.c:1121 src/ui-options.c:101"
"Help file '%s'"	"src/files.c:1256"
"Info file '%s'"	"src/files.c:1265"
"Cannot open '%s'."	"src/files.c:1275 src/grafmode.c:174 src/prefs.c:1117"
".. "	"src/files.c:1298 src/files.c:1301 src/files.c:1315 src/files.c:1385 src/files.c:1413"
"menu:: ["	"src/files.c:1301"
".. menu:: [x"	"src/files.c:1302"
".. menu:: ["	"src/files.c:1308"
".. menu:: [x] "	"src/files.c:1312"
".. _"	"src/files.c:1323"
"Search string not found!"	"src/files.c:1468"
"[%s, %s, Line %d-%d/%d]"	"src/files.c:1476"
"[Press a Letter, or ESC to exit.]"	"src/files.c:1484"
"[Press ESC to exit.]"	"src/files.c:1491"
"[Press Space to advance, or ESC to exit.]"	"src/files.c:1498"
"Show: "	"src/files.c:1517"
"0"	"src/files.c:1547 src/main-test.c:58 src/main-win.c:724 src/main-win.c:732 src/main-win.c:773 src/main-win.c:794 src/main-x11.c:1060 src/prefs.c:433 src/prefs.c:437 src/prefs.c:448 src/prefs.c:459 src/prefs.c:475 src/prefs.c:491 src/prefs.c:507 src/prefs.c:585 src/prefs.c:724 src/tests/player/history.c:79 src/wizard.c:636 src/wizard.c:649"
"Goto Line: "	"src/files.c:1549"
"help.hlp"	"src/files.c:1557 src/files.c:1631"
"Goto File: "	"src/files.c:1559"
"Saving game..."	"src/files.c:1653"
"(saved)"	"src/files.c:1659"
"Saving game... done."	"src/files.c:1666"
"Saving game... failed!"	"src/files.c:1668"
"(alive and well)"	"src/files.c:1677 src/savefile.c:597"
"Press Return (or Escape)."	"src/files.c:1726"
"load a savefile"	"src/game-cmd.c:53"
"start a new game"	"src/game-cmd.c:54"
"go back to the beginning"	"src/game-cmd.c:56"
"select sex"	"src/game-cmd.c:57"
"select race"	"src/game-cmd.c:58"
"select class"	"src/game-cmd.c:59"
"finalise options"	"src/game-cmd.c:60"
"buy points in a stat"	"src/game-cmd.c:61"
"sell points in a stat"	"src/game-cmd.c:62"
"reset stats"	"src/game-cmd.c:63"
"roll new stats"	"src/game-cmd.c:64"
"use previously rolled stats"	"src/game-cmd.c:65"
"choose name"	"src/game-cmd.c:66"
"accept character"	"src/game-cmd.c:67"
"go up stairs"	"src/game-cmd.c:69"
"go down stairs"	"src/game-cmd.c:70"
"search"	"src/game-cmd.c:71"
"toggle search mode"	"src/game-cmd.c:72"
"walk"	"src/game-cmd.c:73 src/game-cmd.c:83 src/z-msg-list.h:22"
"run"	"src/game-cmd.c:74"
"jump"	"src/game-cmd.c:75"
"open"	"src/game-cmd.c:76"
"close"	"src/game-cmd.c:77"
"tunnel"	"src/game-cmd.c:78"
"stay still"	"src/game-cmd.c:79"
"disarm"	"src/game-cmd.c:80 src/z-msg-list.h:96"
"alter"	"src/game-cmd.c:81"
"rest"	"src/game-cmd.c:82"
"pickup"	"src/game-cmd.c:84"
"autopickup"	"src/game-cmd.c:85"
"wear or wield"	"src/game-cmd.c:86"
"take off"	"src/game-cmd.c:87"
"drop"	"src/game-cmd.c:88 src/z-msg-list.h:13"
"un-inscribe"	"src/game-cmd.c:89"
"eat"	"src/game-cmd.c:90 src/z-msg-list.h:25"
"quaff"	"src/game-cmd.c:91 src/z-msg-list.h:20"
"zap"	"src/game-cmd.c:92 src/object/list-slays.h:18"
"use"	"src/game-cmd.c:93 src/game-cmd.c:110 src/game-cmd.c:111 src/game-cmd.c:112"
"aim"	"src/game-cmd.c:94"
"read"	"src/game-cmd.c:95"
"activate"	"src/game-cmd.c:96"
"refuel with"	"src/game-cmd.c:97"
"throw"	"src/game-cmd.c:99 src/init.c:1473 src/init.c:1672 src/init.c:1690"
"ignore"	"src/game-cmd.c:100"
"go into"	"src/game-cmd.c:101"
"inscribe"	"src/game-cmd.c:102"
"sell"	"src/game-cmd.c:106 src/store.c:2697"
"stash"	"src/game-cmd.c:107"
"buy"	"src/game-cmd.c:108"
"retrieve"	"src/game-cmd.c:109"
"commit suicide"	"src/game-cmd.c:113"
"save"	"src/game-cmd.c:114 src/init.c:189 src/main.c:173 src/main-crb.c:2525"
"quit"	"src/game-cmd.c:115 src/main-test.c:137"
"help"	"src/game-cmd.c:116 src/main.c:168"
"repeat"	"src/game-cmd.c:117"
"rod"	"src/game-cmd.c:142 src/object/obj-util.c:3587"
"food"	"src/game-cmd.c:144 src/object/obj-util.c:3591"
"potion"	"src/game-cmd.c:145 src/object/obj-util.c:3589"
"scroll"	"src/game-cmd.c:146 src/object/obj-util.c:3588"
"fuel source"	"src/game-cmd.c:147"
"items"	"src/game-cmd.c:402"
"%s which %s?"	"src/game-cmd.c:408"
"You have no %s you can %s."	"src/game-cmd.c:409"
"Inscribing %s."	"src/game-cmd.c:441"
"Inscription: "	"src/game-cmd.c:449"
"Replace which ring? "	"src/game-cmd.c:631"
"Error in obj_wield, please report"	"src/game-cmd.c:632 src/game-cmd.c:641"
"Replace which ammunition? "	"src/game-cmd.c:640"
"town-default"	"src/generate.c:203"
"tunnel-default"	"src/generate.c:206 src/generate.c:253 src/generate.c:268 src/generate.c:284"
"streamer-default"	"src/generate.c:209 src/generate.c:256 src/generate.c:271 src/generate.c:287"
"greater vault"	"src/generate.c:222"
"monster pit"	"src/generate.c:225"
"monster nest"	"src/generate.c:226"
"medium vault"	"src/generate.c:227"
"lesser vault"	"src/generate.c:228"
"large room"	"src/generate.c:232"
"crossed room"	"src/generate.c:233"
"circular room"	"src/generate.c:234"
"overlap room"	"src/generate.c:235"
"room template"	"src/generate.c:236"
"simple room"	"src/generate.c:239"
"labyrinth"	"src/generate.c:250"
"cavern"	"src/generate.c:265"
"default"	"src/generate.c:281"
"index"	"src/generate.c:302 src/grafmode.c:34 src/init.c:445 src/init.c:689 src/init.c:1005 src/init.c:1038 src/init.c:1189 src/init.c:1443 src/init.c:1638 src/init.c:1881 src/init.c:2073 src/init.c:2157 src/init.c:2309 src/init.c:2399 src/monster/mon-init.c:195 src/store.c:214 src/store.c:219"
"type"	"src/generate.c:314 src/init.c:1893 src/init.c:2413 src/prefs.c:703 src/prefs.c:895"
"rating"	"src/generate.c:315 src/init.c:1216 src/init.c:1894"
"height"	"src/generate.c:316 src/init.c:1895"
"width"	"src/generate.c:317 src/init.c:1896"
"doors"	"src/generate.c:318"
"tval"	"src/generate.c:319 src/init.c:338 src/init.c:478 src/init.c:712 src/init.c:1253 src/init.c:1772 src/init.c:2102 src/init.c:2169 src/monster/mon-init.c:434 src/monster/mon-init.c:529 src/prefs.c:601 src/prefs.c:775 src/prefs.c:830 src/store.c:241 src/store.c:264"
"text"	"src/generate.c:329 src/init.c:577 src/init.c:802 src/init.c:840 src/init.c:1363 src/init.c:1912 src/init.c:1982 src/init.c:2260 src/prefs.c:842"
"V sym version"	"src/generate.c:336 src/grafmode.c:82 src/monster/mon-init.c:147 src/monster/mon-init.c:569"
"N uint index str name"	"src/generate.c:337 src/init.c:1128 src/init.c:1590 src/init.c:1820 src/init.c:1919 src/init.c:2192 src/init.c:2587 src/monster/mon-init.c:570"
"X uint type int rating uint height uint width uint doors uint tval"	"src/generate.c:338"
"D str text"	"src/generate.c:339 src/init.c:627 src/init.c:856 src/init.c:1379 src/init.c:1921 src/init.c:1990"
"room_template"	"src/generate.c:344 src/generate.c:365"
"Initializing arrays... (room templates)"	"src/generate.c:373"
"Cannot initialize room templates"	"src/generate.c:375"
"Monster nest (%s)"	"src/generate.c:1778"
"Monster pit (%s)"	"src/generate.c:1886"
"Room template (%s)"	"src/generate.c:2138"
"Special room"	"src/generate.c:2150"
"Lesser vault"	"src/generate.c:2297"
"Medium vault"	"src/generate.c:2306"
"Greater vault"	"src/generate.c:2347"
"height=%d  width=%d  nrooms=%d"	"src/generate.c:2734"
"generation: inconsistent blocks"	"src/generate.c:2776"
"cavern h=%d w=%d size=%d density=%d times=%d"	"src/generate.c:3549"
"cavern ok (%d vs %d)"	"src/generate.c:3568"
"cavern failed--try again (%d vs %d)"	"src/generate.c:3571"
"no generation"	"src/generate.c:3902"
"too many objects"	"src/generate.c:3974"
"too many monsters"	"src/generate.c:3976"
"Generation restarted: %s."	"src/generate.c:3978"
"cave_generate() failed 100 times!"	"src/generate.c:3984"
"generate"	"src/generate.c:3993"
"menuname"	"src/grafmode.c:35"
"none"	"src/grafmode.c:41 src/grafmode.c:129 src/main.c:79"
"wid"	"src/grafmode.c:52"
"hgt"	"src/grafmode.c:53"
"filename"	"src/grafmode.c:54"
"prefname"	"src/grafmode.c:63"
"alpha"	"src/grafmode.c:72"
"row"	"src/grafmode.c:73"
"max"	"src/grafmode.c:74 src/init.c:1783 src/monster/mon-init.c:441 src/monster/mon-init.c:452 src/store.c:229"
"N uint index str menuname"	"src/grafmode.c:83"
"I uint wid uint hgt str filename"	"src/grafmode.c:84"
"P str prefname"	"src/grafmode.c:85"
"X uint alpha uint row uint max"	"src/grafmode.c:86"
"None"	"src/grafmode.c:131 src/main-sdl.c:1597"
"Parse error in %s line %d column %d: %s: %s"	"src/grafmode.c:155 src/parser.c:609 src/prefs.c:1072"
"Found %s"	"src/history.c:254"
"Missed %s"	"src/history.c:254"
"[Player history]"	"src/history.c:326"
"      Turn   Depth  Note"	"src/history.c:327"
"%10d%7d'  %s"	"src/history.c:364 src/history.c:441"
" (LOST)"	"src/history.c:370 src/history.c:447"
"[Arrow keys scroll, p/PgUp for previous page, n/PgDn for next page, ESC to exit.]"	"src/history.c:376"
"[Player history]\n"	"src/history.c:434"
"      Turn   Depth  Note\n"	"src/history.c:435"
"Unknown effect '%s'."	"src/init.c:93"
"%sedit"	"src/init.c:164"
"%sfile"	"src/init.c:165"
"%shelp"	"src/init.c:166"
"%sinfo"	"src/init.c:167"
"%spref"	"src/init.c:168"
"%sxtra"	"src/init.c:169"
"font"	"src/init.c:172"
"graf"	"src/init.c:173"
"icon"	"src/init.c:175"
"test"	"src/init.c:180 src/main.c:58"
"Test"	"src/init.c:181 src/tests/z-util/util.c:23 src/tests/z-util/util.c:28 src/tests/z-util/util.c:30"
"scores"	"src/init.c:186"
"%suser"	"src/init.c:195"
"%sapex"	"src/init.c:196"
"%ssave"	"src/init.c:197"
"Cannot create '%s'"	"src/init.c:216 src/init.c:219 src/init.c:222 src/init.c:225 src/init.c:228 src/main.c:211"
"label"	"src/init.c:238 src/init.c:316"
"value"	"src/init.c:239 src/init.c:317 src/prefs.c:955"
"A"	"src/init.c:248 src/ui-event.c:249 src/ui-knowledge.c:143"
"E"	"src/init.c:250 src/monster/mon-list.c:385 src/object/obj-list.c:459 src/target.c:436"
"O"	"src/init.c:258"
"M sym label int value"	"src/init.c:275"
"limits"	"src/init.c:280 src/init.c:295"
"breakage"	"src/init.c:356"
"flags"	"src/init.c:371 src/init.c:548 src/init.c:589 src/init.c:594 src/init.c:773 src/init.c:775 src/init.c:814 src/init.c:817 src/init.c:1085 src/init.c:1087 src/init.c:1313 src/init.c:1315 src/init.c:1333 src/init.c:1339 src/init.c:1527 src/init.c:1529 src/init.c:1555 src/init.c:1557 src/init.c:1803 src/init.c:1805 src/init.c:2483 src/init.c:2485 src/init.c:2506 src/init.c:2508 src/main-stats.c:1213 src/main-stats.c:1530 src/monster/mon-init.c:83 src/monster/mon-init.c:85 src/monster/mon-init.c:339 src/monster/mon-init.c:341 src/monster/mon-init.c:363 src/monster/mon-init.c:365"
" |"	"src/init.c:372 src/init.c:376 src/init.c:552 src/init.c:556 src/init.c:595 src/init.c:602 src/init.c:777 src/init.c:781 src/init.c:818 src/init.c:825 src/init.c:1089 src/init.c:1096 src/init.c:1316 src/init.c:1320 src/init.c:1340 src/init.c:1347 src/init.c:1530 src/init.c:1534 src/init.c:1558 src/init.c:1562 src/init.c:1578 src/init.c:1581 src/init.c:1806 src/init.c:1810 src/init.c:2486 src/init.c:2492 src/init.c:2509 src/init.c:2515 src/init.c:2532 src/init.c:2538 src/init.c:2555 src/init.c:2561 src/monster/mon-init.c:86 src/monster/mon-init.c:93 src/monster/mon-init.c:118 src/monster/mon-init.c:125 src/monster/mon-init.c:342 src/monster/mon-init.c:349 src/monster/mon-init.c:366 src/monster/mon-init.c:373 src/monster/mon-init.c:399 src/monster/mon-init.c:415"
